id,brand,model,year,source_country,mileage_min,mileage_max,source_marketplace,target_country,target_marketplace,target_search_url,pricing_strategy,last_computed_target_export_price_eur,last_computed_target_export_price_at,notes,source_search_url
MS_AUDI_A4_2022_NL,AUDI,A4,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/audi/f/a4+hybride-elektrisch-benzine/561+13838/#constructionYearFrom:2022%7CmileageTo:40001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_AUDI_A6_2022_NL,AUDI,A6,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/audi/f/a6+hybride-elektrisch-benzine/562+13838/#constructionYearFrom:2022%7CmileageTo:40001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_AUDI_Q3_2022_NL,AUDI,Q3,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/audi/f/q3+hybride-elektrisch-benzine/10664+13838/#constructionYearFrom:2022%7CmileageTo:40001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_AUDI_Q5_2022_NL,AUDI,Q5,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/audi/f/q5+hybride-elektrisch-benzine/581+13838/#constructionYearFrom:2022%7CmileageTo:40001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_AUDI_Q8_2022_NL,AUDI,Q8,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/audi/f/q8+hybride-elektrisch-benzine/11868+13838/#constructionYearFrom:2022%7CmileageTo:40001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_BMW_1SERIE_2022_NL,BMW,1-Serie,2022,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/bmw/f/1-serie+hybride-elektrisch-benzine/613+13838/#constructionYearFrom:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_BMW_2SERIEACTIVETOURER_2022_NL,BMW,2-Serie-Active-Tourer,2022,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/bmw/f/2-serie-active-tourer+hybride-elektrisch-benzine/11585+13838/#constructionYearFrom:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_BMW_3SERIE_2023_NL,BMW,3-Serie,2023,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/bmw/f/3-serie+hybride-elektrisch-benzine/610+13838/#constructionYearFrom:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_BMW_5SERIE_2023_NL,BMW,5-Serie,2023,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/bmw/f/5-serie+hybride-elektrisch-benzine/611+13838/#constructionYearFrom:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_BMW_X1_2023_NL,BMW,X1,2023,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/bmw/f/x1+hybride-elektrisch-benzine/622+13838/#q:m%7CconstructionYearFrom:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_BMW_X2_2022_NL,BMW,X2,2022,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/bmw/f/x2+hybride-elektrisch-benzine/11865+13838/#q:m%7CconstructionYearFrom:2022%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_BMW_X3_2022_NL,BMW,X3,2022,NL,0,60001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/bmw/f/x3+hybride-elektrisch-benzine/617+13838/#q:m%7CconstructionYearFrom:2022%7CmileageTo:60001%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_BMW_X5_2023_NL,BMW,X5,2023,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/bmw/f/x5+hybride-elektrisch-benzine/618+13838/#q:m%7CconstructionYearFrom:2023%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_HONDA_CRV_2022_NL,HONDA,CR-V,2022,NL,0,40000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/honda/f/cr-v/816/#f:10882%7CconstructionYearFrom:2022%7CmileageTo:40000
MS_HONDA_HRV_2022_NL,HONDA,HR-V,2022,NL,0,40000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/honda/f/hr-v/818/#f:10882%7CconstructionYearFrom:2022%7CmileageTo:40000
MS_HYUNDAI_KONA_2021_NL,HYUNDAI,KONA,2021,NL,0,20001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/hyundai/f/kona+hybride-elektrisch-benzine/11901+13838/#mileageTo:20001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_HYUNDAI_KONA_2022_NL,HYUNDAI,KONA,2022,NL,0,20001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/hyundai/f/kona+hybride-elektrisch-benzine/11901+13838/#mileageTo:20001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_HYUNDAI_TUCSON_2022_NL,HYUNDAI,TUCSON,2022,NL,0,20001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/hyundai/f/tucson+hybride-elektrisch-benzine/850+13838/#constructionYearFrom:2022%7CconstructionYearTo:2022%7CmileageTo:20001
MS_HYUNDAI_TUCSON_2022_NL,HYUNDAI,TUCSON,2022,NL,0,20001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/hyundai/f/tucson+hybride-elektrisch-benzine/850+13838/#q:n+line%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CmileageTo:20001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_HYUNDAI_TUCSON_2022_NL,HYUNDAI,TUCSON,2022,NL,0,20001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/hyundai/f/tucson+hybride-elektrisch-benzine/850+13838/#q:premium%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CmileageTo:20001%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_JEEP_COMPASS_2023_NL,JEEP,COMPASS,2023,NL,0,35000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/jeep/f/compass+elektrisch/876+11756/#f:10882,13838%7CconstructionYearFrom:2023%7CmileageTo:35000%7CengineHorsepowerFrom:175%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_JEEP_RENEGADE_2023_NL,JEEP,RENEGADE,2023,NL,0,35000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/jeep/f/renegade+elektrisch/10921+11756/#f:10882,13838%7CconstructionYearFrom:2023%7CmileageTo:35000%7CengineHorsepowerFrom:175%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_KIA_CEED_2019_NL,KIA,CEED,2019,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/#q:ceed%7CmileageTo:40001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_KIA_CEED_2019_NL,KIA,CEED,2019,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/#q:ceed%7CmileageTo:40001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_KIA_CEED_2020_NL,KIA,CEED,2020,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/#q:ceed%7CmileageTo:40001%7CconstructionYearFrom:2020%7CconstructionYearTo:2020%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_KIA_CEED_2021_NL,KIA,CEED,2021,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/#q:ceed%7CmileageTo:40001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_KIA_CEED_2022_NL,KIA,CEED,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/#q:ceed%7CmileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_NIRO_2018_NL,KIA,NIRO,2018,NL,0,40000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/kia/f/niro+hybride-elektrisch-benzine/11678+13838/#f:10882,13839%7CmileageTo:40000%7CconstructionYearFrom:2018%7CconstructionYearTo:2018"
MS_KIA_NIRO_2022_NL,KIA,NIRO,2022,NL,0,40000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/kia/f/niro+hybride-elektrisch-benzine/11678+13838/#f:10882,13839%7CmileageTo:40000%7CconstructionYearFrom:2022%7CconstructionYearTo:2022"
MS_KIA_PICANTO_2017_NL,KIA,PICANTO,2017,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/picanto/887/#mileageTo:40001%7CconstructionYearFrom:2017%7CconstructionYearTo:2017%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_PICANTO_2019_NL,KIA,PICANTO,2019,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/picanto/887/#mileageTo:40001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_PICANTO_2020_NL,KIA,PICANTO,2020,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/picanto/887/#mileageTo:40001%7CconstructionYearFrom:2020%7CconstructionYearTo:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_PICANTO_2021_NL,KIA,PICANTO,2021,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/picanto/887/#mileageTo:40001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_PICANTO_2022_NL,KIA,PICANTO,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/picanto/887/#mileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_PROCEED_2019_NL,KIA,PRO CEED,2019,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/pro-cee-d/883/#constructionYearFrom:2019%7CconstructionYearTo:2019%7CmileageTo:40001
MS_KIA_PROCEED_2020_NL,KIA,PRO CEED,2020,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/pro-cee-d/883/#mileageTo:40001%7CconstructionYearFrom:2020%7CconstructionYearTo:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_PROCEED_2021_NL,KIA,PRO CEED,2021,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/pro-cee-d+hybride-elektrisch-benzine/883+13838/#mileageTo:40001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_PROCEED_2022_NL,KIA,PRO CEED,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/pro-cee-d+hybride-elektrisch-benzine/883+13838/#mileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_PICANTO_2018_NL,KIA,Picanto,2018,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/picanto/887/#mileageTo:40001%7CconstructionYearFrom:2018%7CconstructionYearTo:2018%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_PICANTO_2022_NL,KIA,Picanto,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/picanto/887/#mileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_PROCEED_2022_NL,KIA,Pro-Cee-D,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/pro-cee-d+hybride-elektrisch-benzine/883+13838/#mileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_RIO_2021_NL,KIA,RIO,2021,NL,0,40000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/kia/f/rio+hybride-elektrisch-benzine/889+13838/#f:10882,13839%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CmileageTo:40000"
MS_KIA_RIO_2022_NL,KIA,RIO,2022,NL,0,40000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/kia/f/rio+hybride-elektrisch-benzine/889+13838/#f:10882,13839%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CmileageTo:40000%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_KIA_SPORTAGE_2021_NL,KIA,SPORTAGE,2021,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/sportage/892/#mileageTo:40001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_SPORTAGE_2022_NL,KIA,SPORTAGE,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/sportage/892/#mileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_SPORTAGE_2023_NL,KIA,SPORTAGE,2023,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/sportage/892/#q:gt+line%7CmileageTo:40001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_STONIC_2017_NL,KIA,STONIC,2017,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/stonic/11681/#mileageTo:40001%7CconstructionYearFrom:2017%7CconstructionYearTo:2017%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_STONIC_2018_NL,KIA,STONIC,2018,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/stonic/11681/#mileageTo:40001%7CconstructionYearFrom:2018%7CconstructionYearTo:2018%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_STONIC_2019_NL,KIA,STONIC,2019,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/stonic/11681/#mileageTo:40001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_STONIC_2022_NL,KIA,STONIC,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/stonic/11681/#mileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_STONIC_2023_NL,KIA,STONIC,2023,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/kia/f/stonic/11681/#mileageTo:40001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_KIA_XCEED_2020_NL,KIA,X-CEED,2020,NL,0,40000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/kia/f/xceed+hybride-elektrisch-benzine/14010+13838/#f:10882,13839%7CmileageTo:40000%7CconstructionYearFrom:2020%7CconstructionYearTo:2020%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_KIA_XCEED_2021_NL,KIA,X-CEED,2021,NL,0,40000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/kia/f/xceed+hybride-elektrisch-benzine/14010+13838/#f:10882,13839%7CmileageTo:40000%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_KIA_XCEED_2022_NL,KIA,X-CEED,2022,NL,0,40000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/kia/f/xceed+hybride-elektrisch-benzine/14010+13838/#f:10882,13839%7CmileageTo:40000%7CconstructionYearFrom:2022%7CconstructionYearTo:2022"
MS_KIA_XCEED_2023_NL,KIA,X-CEED,2023,NL,0,40000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/kia/f/xceed+hybride-elektrisch-benzine/14010+13838/#f:10882,13839%7CmileageTo:40000%7CconstructionYearFrom:2023%7CconstructionYearTo:2023"
MS_LEXUS_CTH_2018_NL,LEXUS,Ct-H,2018,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/ct-h/932/#constructionYearFrom:2018%7CconstructionYearTo:2018%7CmileageTo:40001
MS_LEXUS_CTH_2020_NL,LEXUS,Ct-H,2020,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/ct-h/932/#constructionYearFrom:2020%7CconstructionYearTo:2020
MS_LEXUS_ES_2020_NL,LEXUS,Es,2020,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/es+hybride-elektrisch-benzine/925+13838/#f:10882%7CconstructionYearFrom:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_ES_2022_NL,LEXUS,Es,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/es/925/#mileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022
MS_LEXUS_ES_2023_NL,LEXUS,Es,2023,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/es/925/#mileageTo:40001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023
MS_LEXUS_LEXUSNX_2018_NL,LEXUS,LEXUS NX,2018,NL,0,0,v,,,,,,,,http://v/
MS_LEXUS_NX_2016_NL,LEXUS,NX,2016,NL,40000,0,leboncoin,,,,,,,,https://www.leboncoin.fr/recherche?category=2&u_car_brand=LEXUS&u_car_model=LEXUS_NX&mileage=min-40000&regdate=2016-2016&sort=price&order=asc
MS_LEXUS_RXH_2018_NL,LEXUS,Rx-H,2018,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/rx-h+hybride-elektrisch-benzine/929+13838/#mileageTo:50001%7CconstructionYearFrom:2018%7CconstructionYearTo:2018%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_RXH_2019_NL,LEXUS,Rx-H,2019,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/rx-h+hybride-elektrisch-benzine/929+13838/#mileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_RXH_2019_NL,LEXUS,Rx-H,2019,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/rx-h+hybride-elektrisch-benzine/929+13838/#mileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_RXH_2021_NL,LEXUS,Rx-H,2021,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/rx-h+hybride-elektrisch-benzine/929+13838/#mileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_RXH_2021_NL,LEXUS,Rx-H,2021,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/rx-h+hybride-elektrisch-benzine/929+13838/#mileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_RXH_2022_NL,LEXUS,Rx-H,2022,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/rx-h+hybride-elektrisch-benzine/929+13838/#mileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_RXH_2023_NL,LEXUS,Rx-H,2023,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/rx-h+hybride-elektrisch-benzine/929+13838/#mileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_RXH_2023_NL,LEXUS,Rx-H,2023,NL,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/rx-h+hybride-elektrisch-benzine/929+13838/#mileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_UX_2019_NL,LEXUS,Ux,2019,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/ux/11902/#mileageTo:40001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019
MS_LEXUS_UX_2020_NL,LEXUS,Ux,2020,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/ux+hybride-elektrisch-benzine/11902+13838/#f:10882%7CconstructionYearFrom:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_LEXUS_UX_2022_NL,LEXUS,Ux,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/lexus/f/ux/11902/#mileageTo:40001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022
MS_MERCEDESBENZ_AKLASSE_2022_NL,MERCEDES-BENZ,A-Klasse,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/mercedes-benz/f/a-klasse+hybride-elektrisch-benzine/964+13838/#mileageTo:40001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_MERCEDESBENZ_BKLASSE_2022_NL,MERCEDES-BENZ,B-Klasse,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/mercedes-benz/f/b-klasse+hybride-elektrisch-benzine/973+13838/#mileageTo:40001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_MERCEDESBENZ_CKLASSE_2022_NL,MERCEDES-BENZ,C-Klasse,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/mercedes-benz/f/c-klasse+hybride-elektrisch-benzine/965+13838/#mileageTo:40001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_MERCEDESBENZ_CLA_2022_NL,MERCEDES-BENZ,CLA,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/mercedes-benz/f/cla+hybride-elektrisch-benzine/10886+13838/#q:amg%7CmileageTo:40001%7CconstructionYearFrom:2022%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_MERCEDESBENZ_EKLASSE_2022_NL,MERCEDES-BENZ,E-Klasse,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/mercedes-benz/f/e-klasse+hybride-elektrisch-benzine/966+13838/#q:amg%7CmileageTo:40001%7CconstructionYearFrom:2022%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_MERCEDESBENZ_GLA_2022_NL,MERCEDES-BENZ,GLA,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/mercedes-benz/f/gla+hybride-elektrisch-benzine/11592+13838/#q:amg%7CmileageTo:40001%7CconstructionYearFrom:2022%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_MERCEDESBENZ_GLC_2022_NL,MERCEDES-BENZ,GLC,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/mercedes-benz/f/glc+hybride-elektrisch-benzine/11690+13838/#q:amg%7CmileageTo:40001%7CconstructionYearFrom:2022%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_MERCEDESBENZ_GLE_2022_NL,MERCEDES-BENZ,GLE,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/mercedes-benz/f/gle+hybride-elektrisch-benzine/11593+13838/#q:amg%7CmileageTo:40001%7CconstructionYearFrom:2022%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_MERCEDESBENZ_SKLASSE_2022_NL,MERCEDES-BENZ,S-Klasse,2022,NL,0,40001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/mercedes-benz/f/s-klasse+hybride-elektrisch-benzine/969+13838/#q:amg%7CmileageTo:40001%7CconstructionYearFrom:2022%7CsortBy:PRICE%7CsortOrder:INCREASING%7CsearchInTitleAndDescription:true
MS_NISSAN_JUKE_2022_NL,NISSAN,JUKE,2022,NL,0,60001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/nissan/f/juke+hybride-elektrisch-benzine/1043+13838/#constructionYearFrom:2022%7CmileageTo:60001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_NISSAN_QASHQAI_2022_NL,NISSAN,QASHQAI,2022,NL,0,0,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/nissan/f/qashqai+hybride-elektrisch-benzine/1033+13838/#constructionYearFrom:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_NISSAN_XTRAIL_2022_NL,NISSAN,X-TRAIL,2022,NL,0,60001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/nissan/f/x-trail+hybride-elektrisch-benzine/1027+13838/#constructionYearFrom:2022%7CmileageTo:60001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_PEUGEOT_2008_2021_NL,PEUGEOT,2008,2021,NL,0,50000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/peugeot/f/2008+hybride-elektrisch-benzine/10776+13838/#f:10882,13839%7CconstructionYearFrom:2021%7CmileageTo:50000"
MS_PEUGEOT_308_2021_NL,PEUGEOT,308,2021,NL,0,50000,marktplaats,,,,,,,,"https://www.marktplaats.nl/l/auto-s/peugeot/f/308+hybride-elektrisch-benzine/1099+13838/#f:10882,13839%7CconstructionYearFrom:2021%7CmileageTo:50000%7CsortBy:PRICE%7CsortOrder:INCREASING"
MS_PEUGEOT_508_2021_NL,PEUGEOT,508,2021,NL,0,0,www.gaspedaal.nl,,,,,,,,https://www.gaspedaal.nl/peugeot/508/hybride?bmin=2021&kmax=40000&trefw=PSE&srt=pr-a
MS_RENAULT_ARKANA_2022_NL,RENAULT,ARKANA,2022,NL,35000,0,leboncoin,,,,,,,,https://www.leboncoin.fr/recherche?category=2&u_car_brand=RENAULT&u_car_model=RENAULT_Arkana&fuel=6&gearbox=2&regdate=2022-2022&mileage=min-35000&sort=price&order=asc
